答题序号,来源,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
100000123,腾讯文档,2,,,天津石油职业技术学院滨海校区,（滨海校区）no,（滨海校区）宿舍都有空调     小教室没有,没有        横穿操场的距离,（滨海校区） 大一都没有   大二开始可能有晚课（分专业）,没有,没有跑步打卡,6.16放的暑假（挺早哈哈哈）,允许     不远（学校本来就不大）,坐公交到市区两个小时,有付费洗衣房,刷抖音视频还行，打视频电话会卡,不断,还行  看吃啥   普遍一顿十几         异物还没吃出过,热水晚上十点就没啦,好像学生只可以骑自行车,吹风机夹板这类压根用不了,no，十点查寝，锁寝室大门,能,微信支付宝,嗯呐,还行，生活需要的东西都有,有驿站，报取件码拿就行,没有，啥也没有,（滨海校区） 十点关寝室大门,查     封       找宿管说,没有社团！！,2023-06-28 01:36:17,,,,,,,
100000124,腾讯文档,1,[DESENSITIZED],2.0,云南司法警官职业学院,no,无,大一没有 要走上两分钟才能到澡堂,大一上学期早晚都有 下学期开始看各系,无,取决于你早操想不想跑😏（可以拉人车）,运气好寒假能放三四个月,想都别想,山穷水尽疑无路（没有下一句了😇）打车八十起 高速费自掏腰包,有这么一两个,看旁边机场飞机起飞数,十点半 周末晚半个小时,一般,笑死 根本洗不起,警告处分起步,热水壶都能断电,（参考二十条😇）,原则上不行（首先得有原则对吧😁）,收费倒是与时俱进,大一办的卡 冻结了三年（一个非常好的请假理由😇）,（精神食粮最近断了😇）,甚至可以寄快递😁,校门外全是不知道初始地的哈喽,扫脸 （未请假出去十五分钟没回来参考二十条）,参考二十条,同上 快跑,2023-06-28 06:04:23,,,,,,,
100000125,腾讯文档,1,[DESENSITIZED],2.0,北海艺术设计学院,不是,都有,有,有,没有,不可以,两个多月,可以,还好,没有,一般般,不断,价格还好 不好吃,全天,不可以,不限电,有,可以，没有哪个学校不准带电脑吧？,校园卡,会,一般般吧,可以接受,无,晚上12点回寝,会,大家还是去好一点的城市吧,2023-06-28 10:08:33,,,,,,,
100000126,腾讯文档,1,[DESENSITIZED],2.0,北海艺术设计学院,部分是,有,有,大一有晚,无,16次1.5km 可骑车,寒假短暑假很长,允许 可上楼,无地铁 交通便利考电动车,宿舍有,自己可办可不办 卡,不断电 断网不知道,不贵 有异物,中文 晚上反正够了,胆子大可以 充电不知道,不知道,空教室？,能,水卡 校园卡 饭堂可卡可手机,不,一般,不知道,不好骑,11点？,查 不能,正常水平,2023-06-28 10:09:34,,,,,,,
100000127,腾讯文档,2,,,西南大学,一部分园区是（比如梅园橘园竹园等），部分较老的宿舍不是,都有,有独立卫浴,大一有,大一有,跑28次女1.6千米，男2千米。可以骑车，但必须在运动场,寒假一个月，暑假两月。,允许，就放在宿舍楼下,交通便利，校门口就是地铁口，但学校不在市区，出去玩得坐一俩小时地铁,有,还不错,不断电不断网,餐厅很多价格不一，有便宜有贵，没异物,早上6：30～8：30，中午11：00～13：30，晚上17：00～24：00,部分园区可以,不限电,有部分自习室,能,校园卡,发农行卡,还可以,多数快递在菜鸟驿站,学校不让进共享单车，有校车,校门没有门禁，寝室楼晚上十一点半关门，如有特殊情况，可让宿管阿姨延迟关门,不查寝，晚归可跟宿管阿姨报备,校园很大很美；社团很丰富，每年新生来不久会有百团大战，很热闹；图书馆很大，学习氛围很好,2023-06-28 10:05:51,,,,,,,
100000128,腾讯文档,1,[DESENSITIZED],2.0,广东第二师范学院,是,有,有,没有,没有,没有要求,暑假50天左右 寒假40天左右,海珠校区 允许,海珠校区很便利 但是花都校区很偏,没有 要自己和舍友aa购买,不怎么样 限制3个,没有断电 工作日是凌晨一点断网,不贵 朋友圈有人吃到过异物,下午5点到12点左右,海珠校区不需要 没有充电的地方,有限电 但是不要太过分就行,有 海珠校区位置非常便利,有不能带电脑的学校吗,校卡 不过一般用微信支付宝就行 饭堂还算便宜的,不会,不怎么样 这个比较差,有专门的窗口收发快递 主流品牌都有,没有 不要想了,相当于没有门禁,不怎么查,分数虚高 性价比低 除非很看重广州的位置 不然对比其他二本没有吗优势,2023-06-28 11:03:06,,,,,,,
100000129,腾讯文档,1,[DESENSITIZED],1.0,泉州师范学院,不是,有,有独卫,无,除了航海专业，其他无,无,两个月左右,允许，高峰期可送到宿舍门口，其他时间多送到宿舍楼下，较远的校外店家配送到校门口或侧门,便利，学校内就有公交站始发点，有校内公交-小白,每个寝室都有配备，但要收费，也可以自己买装,10MB/s中规中矩，仅限一人使用,不断,廉贵都有，吃饱没压力吃好没问题，异物少见,全天候,可以，别名电动车大学不是吹的，有充电桩,不限，但🚫大功率,实验室,能,不用卡，移动支付即可,21级起就没发了,种类多，柴米油盐酱醋茶甚至针线包，但贵,两个快递站收发方便,统一泉州Ubike小黄车，很多投放点,夜里11：30,周末查，不封，可翻窗进,学风就那样，闲时闲死，忙时忙死，社团很多，但目的基本都是为了求偶，师资看专业，部分专业有额外聘请知名博士，校园环境主要是爬坡，学校蛮小,2023-06-28 11:22:12,,,,,,,
100000130,腾讯文档,2,,,黄淮学院,医学院是的,医学院教室没有，寝室有,医学院没有，澡堂不远，但是洗的人多了水特别小，不能调节水温，按次数收费,大一有晚自习,有乐跑，每学期规定跑够多少次,可以骑车，一百二十多公里吧,跟别的学校差不多,医学院允许，要到门口拿,医学院交通不便利，公交进市区要半个小时吧,有医学院有的，每层两个,医学院只能同时使用一台设备，限制网速，日常够用，下载速度比较慢,医学院不断,医学院目前食堂不太好，大部分都是一些科技，想来的赶紧跑,医学院看澡堂的心情，他不开就没得洗,可以，有专门的充电桩,医学院不限电，空调电费要自己出,医学院应该没有，图书馆目前像个烂尾楼,可以,手机支付,会的,医学院的超市物价贵的起飞，专门宰大学生,医学院有菜鸟驿站,医学院没有,医学院有门禁，扫脸进出,医学院不怎么查，特别敷衍，,能别来就别来医学院，谁来我笑谁,2023-06-28 12:11:40,,,,,,,
100000131,腾讯文档,2,,,武汉工程大学,法学专业女生大概率六人间上下铺,有,大部分有，教辅八好像不是,分学院，法学没有,没有,就我本学期而言是1.6公里，24次，可以骑车,寒假一个多月，暑假两个多月,允许，挺近的,从流芳校区到地铁站大概两公里，学校里面有有轨电车站，进城半个多小时,坐标教辅二，无，自己买的,还行，会出现连不上、网卡现象,不断,贵，品类少，不咋好吃,晚上六点到十二点,可以,教辅二700W,没有吧,可以，有的专业用得到,有校园卡，食堂一般微信支付宝,工行卡，自行激活,贵，很坑，建议网购或去学校外面,宿舍附近有菜鸟驿站，很近,绿色的风雨同行比较多，15分钟2块钱，还有个红色的忘记叫什么名字了，15分钟1.5元，但是没小绿多,刷脸或校园卡自由进出,不查，坐标教辅二，11点宵禁，晚归大概会被阿姨训,流芳校区挺小的，女生宿舍待遇不行，男生可以来，女孩子慎重,2023-06-28 12:25:56,,,,,,,
100000132,腾讯文档,2,,,山东科技大学,目前所住的不是，A1宿舍楼大部分不是,宿舍有空调，2022年那个暑假学校装的，我们大一刚入学就吹到空调了嘿嘿，教室没有空调没有风扇,没有，但是每层楼都有浴室，八个位置，🈶隔板，我觉得这样挺好的，能用开，而且不用自己打扫厕所,看不同学院吧，我们学院是大一🈶晚自习，大二就没了,个别学院有,步道乐跑的话一学期50次 ，可以骑车,四五十天吧，刚大一还没正儿八经经历过寒暑假，去年寒假因为疫情放的长，没有参考性，今年暑假因为玩提前开学补大一因为疫情没上的军训，所以少了一周，也没有参考性,允许，有送宿舍楼下，也有送到校门口的,不是很便利，没有地铁，不在市区，去市区的话公交+地铁一个半小时左右,有,校园网挺好的，单买一个月会很贵，可以和校园卡一起办，很划算，限制设备，电脑端，手机端平板端各一个,周一到周五和周天每天晚上十一点断电，早上六点来电，周六不断电,我觉得有的贵，有的便宜，总体来说还可以,早上六点到八点，中午十二点到晚上十一点二十,可以，有充电桩，但是现在好像电动车不太好模拟牌了,这个不太清楚,没经历过,能,校园卡，刷卡，或者微信支付宝绑定校园卡后可以直接支付,不会，从2022级开始好像就没有银行卡了,贵,邮政，部分韵达，京东顺丰在校内。部分韵达部分三通在校外美食城。部分三通在厂房二楼。总的来说就是三个快递点，快递挺不方便的,挺多，但是还是不够骑,晚上11点,大一会比较严,无了,2023-06-28 13:26:50,,,,,,,
100000133,腾讯文档,2,,,湖南理工学院,是,有，15栋没空调,每间宿舍独立卫浴，但没有干湿分离,大部分学院大一有早晚自习，物电晚自习到大二,部分学院有，大部分没有,没有跑步打卡,暑假两个月，寒假一个月，一个学期十九周,允许，宿舍楼下取，要小心外卖小偷,门口有公交站,每层有三四台洗衣机和一台烘干机，不过寝室内允许自己安洗衣机,每个账号限两台设备，很贵,不断,一般般，价格跟点外卖差不太多,早中晚都有,有共享电瓶车,三千多瓦，好像,校外自习室？,能,一卡通，饭堂扫付款码,会,还行,有菜鸟,一种，跟小绿比起来不划算,没门禁,查寝查卫生和违规电器，不查归寝，凌晨都能回,社团活动还是挺多的,2023-06-28 13:39:23,,,,,,,
100000134,腾讯文档,2,,,黄冈职业技术学院,是,部分教学楼没有,有,有早操晚自习,无,1.2公里，40次,正常放假,外卖送到寝室楼下,交通不方便，只能公交打车,有,一般，,不断,正常,无限量,不能,限200w,晚上9点半查寝,能,微信支付宝校园卡都可以,会,正常价格,拿快递有点远,数目较多,晚上9点半查寝,查寝,没有,2023-06-28 14:25:34,,,,,,,
100000135,腾讯文档,1,[DESENSITIZED],2.0,中国政法大学,不是,有,没有，离澡堂最近的宿舍步行30s，最远的话不超过5mins,无,无,没有要求,都是两个月，寒假会稍长，小学期在暑假，时长为两周,允许，步行5mins可达,还行吧，有地铁（步行20mins），不在（北六环开外了），进城1-2h,有，一层两个,还行，手机电脑平板齐开没问题，00：00-6：00会断网,23：00（周末及期末周为00：00）－6：00,还行吧，有贵的有便宜的，会但是不算多，每所大学多多少少会有这种问题，只要不是鼠头鸭脖那种就好,12：00-13：30；16：30-22：00,可以但是很少人骑，一般都是自行车。不了解诶,300w,有，但是需要一点巧妙的躲藏技巧,能,校园卡，刷校园卡消费,会，中国银行,有点贵但还好,操场拿，时间是上午10-2点；下午4点半-6点半,不太多，学校外面多一点,学校没门禁，部分宿舍楼有门禁，时间根熄灯断网时间一样,不，不，能（但是运气不好的话会被阿姨骂）,想学法的来，想体验大学生活的别来,2023-06-28 14:35:04,,,,,,,
100000136,腾讯文档,2,,,南京理工大学泰州科技学院,有的宿舍是，有的不是，看专业。2022年开始学校逐步把4人间改为6人间，一个宿舍2个上下铺，2个上床下桌。上床下桌先到先得。,宿舍和图书馆有，教室有风扇,独立卫浴看宿舍，有的有，有的没有。没有独立卫浴的宿舍，一层楼两个澡堂和厕所，很近。,大一，周一到周五有早晚自习，周日有晚自习,无,无打卡，学校不限制骑车,寒假40-50天，暑假3个月，号称泰州放假大学。没有小学期。,可以点外卖，外卖有校园配送就是可以送到宿舍楼下的。除了校园配送的外卖，其他外卖一律送到东门外卖架子上。,没有地铁。学校不在市中心但是在城区，离医院、商场都很近,洗衣机在1楼，南北各6个左右,移动校园流量卡，办卡送校园网能达300兆，一般能跑12mb/s，可以接wifi，流量卡给的流量也很多，将近100g。,不断电断网,食堂一般午餐和晚餐13一顿，不算贵，学校食堂不算好吃但是还算干净。,热水一般20：00-23：00，冬天可能22：30就没了,可以，在图书馆北边，也就是泰州学院教学楼下，自助充电,600w吹风机能用，具体多少不清楚，但是学校会不定期查违规电器。,3号教学楼3201,可以，但是打游戏不要打扰室友休息,有校园卡，1食堂和2食堂可以用微信和支付宝，泰院新食堂只能用校园卡付,会，农行卡,超市正常价格，拖鞋拖洗衣液把这些都有,2个快递站，一个在6号楼，一个在7号楼，快递全部都能进校,没有共享单车，但是有轻骑,东门晚上9点关门，南门没有关门时间，但是宿舍楼晚上11：00左右关，工作日和休息日时间不一样，具体问阿姨,不查寝，有门禁，晚归要喊阿姨,学校中规中矩，主要是泰州政府和学校都不愿意投钱改善学校基础设施。,2023-06-28 14:35:42,,,,,,,
100000137,腾讯文档,2,,,天津职业技术师范大学,信息学院女生是，上床下桌五人间有独立卫生间,有，教室是中央空调，有一栋老教学楼没有空调，宿舍应该是都有空调了,有几栋宿舍有独立卫生间，浴室是公共浴室，有隔间有帘子离宿舍一两分钟（本人7a是有独立卫生间的）,大一有晚自习，我们是6.00到8.30,无,忘记了，记得是固定时间固定地方才能计入，可以骑车,和普通高校基本差不多？,允许，每个门附近抖有外卖柜，但东区可能稍微近一点西区的话外卖柜在正门和技校门口,学校应该是在城区边缘，地铁站离学校步行四五分钟，一号线进城很方便，附近也有好几个公交站,妹栋楼一层有公共洗衣机，高峰期可能得排队,一个账号两个设备，一个手机一个电脑，网还行，时不时可能会卡卡的,冬天断电11点，夏天不断，不会断网,目前没有吃出过异物，价格算可以接受，有六个餐厅，东区两个，西区四个，一餐比较好吃,12.00-22.00,可以骑，但不知道在哪充电（我四年也没找到）,限电，但不清楚具体的,无，,能,校园卡支付宝也可以，还可以有云闪付,好像不会？,还行,2023最新政策，中通在南门外，其他都在驿站（东区）,都有，基本上,11.点,查，封，可以,我感觉感觉挺好的,2023-06-28 14:41:41,,,,,,,
100000138,腾讯文档,1,[DESENSITIZED],1.0,江西交通职业技术学院,部分,宿舍有，教室部分,有，有两栋非独立卫浴,大一有晚自习,没有晨跑，只有一学期三十次的校园跑,1500m，可以骑共享单车,17.18.19周左右,大部分可送宿舍楼底下,出门地铁站,每栋一楼,自己宿舍办理了WiFi,不断电,平价,下午5:30-晚上23:30,可以,不清楚,图书馆,能带,水卡，饮水卡，食堂微信支付,不会,还好,挺好的,数量足够,星期天到星期四9:25查寝，星期五星期六9:50,会查寝,路桥属于学校的王牌专业，但是本人在信工，我们学校是江西大专里面前三师资力量还可以,2023-06-28 16:57:29,,,,,,,
100000139,腾讯文档,1,[DESENSITIZED],2.0,浙江科技学院,四人寝是，五人寝有个下铺,有,有,大一有，之后无,没有,120公里，可以骑（别被逮）,暑假两个半月寒假一个半月多，小学期大概三个月多一点,允许，送楼下,有地铁，不在市区，到市中心地铁半小时,一楼有,有点差，不限数量,不断电不断网,价格还好，没吃出过异物，食堂新装修的环境好,早上中午忘了 晚上5-12,可以骑，有充电桩,不限,实验室,能,用一卡通，食堂可以刷卡可以vx支付宝扫码,会发农行卡,还行,快递点很多，没啥政策,共享电瓶车多 主要是哈啰,宿舍楼12点,不查不封 晚归叫醒阿姨挨完骂登记就行了,校园很大，还有个湖，环境巨好，但是没电瓶车上课得走半小时,2023-06-28 17:08:56,,,,,,,
100000140,腾讯文档,2,,,石家庄学院,不是,宿舍有，教室大部分没有，几个别有,没有独立卫浴，澡堂离宿舍200米左右很近,没有早自习，大一有晚自习，后来就没有了,极个别学院有 我的学院没有,没有这个要求,忘了，就是正常假期,允许，北校区南门，挺近不远,便利，学校北门东行150米，留村地铁站,有,需要买，我没有买，不了解,断电 ，周六日不断电，平常早6:00-8:00有电，8:00-12:00没电，12:00-23:30有电。,还阔以，偶尔会,早上9:00到晚上10:30的样子,北校区，自己的可以骑，现在学校没有共享电车了，教学楼下建了充电桩,不清楚,么有,能,校园卡或人脸识别进出校园；校园卡，微信，支付宝都可,会,贵,还行,北校区没有,刷脸即可,一般不查，11点关宿舍门,来的话建议尽量报考南校区的专业，北校区没有图书馆，太难受了，平常的自习需要自己去找空教室，烦的很…,2023-06-28 17:08:39,,,,,,,
100000141,腾讯文档,2,,,辽宁铁道职业技术学院,不是,无,无，学校就一个。老排队对于男生,有晚,大一有,目前没有这个要求,两个月,得自己去门口取，有能送到学校的寝室楼里的。（女生一般得去楼下）,挺方便的,有，两元一次,限制的,十点半断,最便宜的七块。,早上到晚上九点多,不可以,十点半关电,无,可,没有什么用的,有,凑和,还行吧门口有学校也有,无,刷脸,查寝回不去,就那样吧，谁让学习不好活该。凑合呗。,2023-06-28 18:45:37,,,,,,,
100000142,腾讯文档,1,[DESENSITIZED],1.0,山东艺术学院,两个上床下桌，两个上下铺六人间,有,没有独立卫浴，但是在每层楼尽头有洗浴间,无,无,无,无小学期，寒假一个半月，暑假两个半月,校内外卖在宿舍楼下，校外在校门口,有地铁，进城一个小时，去商业街有共享电动车二十分钟,有,还行，不快，能用,不断,一般，异物偶有,全时间供应,可以，宿舍楼下都有,300w,每层楼有自习室,能,微信支付，建行卡,建行卡,还行,不错,有，经常换,可以进，带人也行,查寝，扫脸走人也可以，晚归可以回,欢迎学弟学妹报考传媒学院！,2023-06-28 20:01:54,,,,,,,
100000143,腾讯文档,2,,,宁夏大学,有的宿舍是，有的不是,宿舍没有，有的教室有,四人间有独立卫生间，澡堂离宿舍不远,有的学院有早自习和晚自习,有的学院有晨跑,18公里，可以骑车，但有很多其他要求,寒假两个月，暑假六七周,允许，不远,便利，没有,每个宿舍都有洗衣机,一般，时好时差,不断,一般，没有,早上九点到晚上十点,可以，在充电站,限800W,不知道,能,校园卡吃饭洗澡，水卡来接喝的水,发建行卡和宁夏卡,价格有点小贵,不限任何快递,多，一种,宿舍晚上11点,不查，封，不知道,新学年可能会搬宿舍,2023-06-28 19:58:58,,,,,,,
100000144,腾讯文档,1,[DESENSITIZED],1.0,江西科技师范大学,是,宿舍都有，小部分教室没有,每个寝室有独浴，没有独卫，卫生间一层楼两个，有隔间,无,部分学院有（教院没有）,没有跑步打卡要求,暑假2.5个月，寒假1个月左右,允许，但是只能在校门口取外卖，很远,目前只有公交，地铁好像在修了，,有洗衣机,还行吧，时好时坏,不断电不断网,基本套餐在6-12元，红角洲的食堂还行，基本没异物,平时18:00-24:00 夏时令中午12:00-14:00也有热水,可以骑，有充电桩,800w,图书馆，空教室,能啊，随便你带不带,校园卡,中国农业银行,还行，水果捞稍贵，其他就一般,行,无,宿舍22:30门禁,查寝，不封寝，晚归能回，但会被记录,图书馆学习氛围蛮浓厚的,2023-06-28 21:20:51,,,,,,,
100000145,腾讯文档,1,[DESENSITIZED],2.0,广东工程职业技术学院,以前是，现在宿舍四改五了，一个下床做两张桌子,宿舍有空调，教室有些有有些没有,有一个厕所一个浴室,没有,没有,没有,比中小学久，23年暑假79天，每学期从第二周开始上课，到18周结课，19、20周考试,有同学自制的小程序和微信群，送到手里,公交车第一章，去市区去高铁站都要20块钱左右,每间宿舍都有，自带桶自洁，1.52块钱一次快洗，还有大件洗和甩干,一般般，宿舍只有电信可以用,不断，但是要熄灯,不会,不知道，一般都有,以前可以，今年开始不能再办校园牌了,2200，好像是，还可以,校外,可以,全部用手机，微信或者支付宝,会，建设银行,有点贵,圆通韵达在校外，其他在菜鸟驿站，要下载APP,没有,第二天上学就11点，第二天放假就11.30,不查，可以不回来，但是晚回来辅导员会找你,每栋建筑都有电梯，适合养老,2023-06-28 20:58:52,,,,,,,
100000146,腾讯文档,2,,,南昌大学共青学院,是,教室有风扇没空调，自习室有空调，宿舍有空调,一个独立卫浴,大一有早自习,无,无,寒假一个月，暑假两个月，16周,很近,方便，在小县城中心位置，无地铁,有,稳定，最快8MB/s,11点断电,一段时间好一段时间坏，最坏的时候9块钱一荤一素全肥肉，最好的时候9.5元两个满满的肉菜加一个西红柿鸡蛋,"6：00-8：00   12：00-14：00  
17：00-23：00",可以，食堂后面,不限电，0.62一度电,不清楚,能,微信支付宝,中国银行,一般，北门门口有乐尔乐特价超市很便宜,无,共享滑板车,22：30晚归找班长报备，没报备通报批评,报备可以,学校总体很好，教学环境好,2023-06-28 22:18:32,,,,,,,
100000147,腾讯文档,1,[DESENSITIZED],2.0,上海济光职业技术学院,是,有,没有独立卫浴寝室总共13层澡堂在二层.且男生澡堂不在男寝楼内，洗澡需要经过食堂在食堂是一段露天的路，并且疫情封校都不允许去澡堂洗澡只能在集体厕所内冲一冲在水池里洗头，非常非常不推荐夏天洗完澡挤电梯上楼一身汗爬楼梯上楼也是一身汗等于白洗,大一有早晚自习,无,无,寒暑假放假时间还挺长的一学期大概十六周记不太清楚了多次因为疫情原因提早考试,可以不远,有地铁有点路远不在市区去人民广场大概半小时以上吧,女寝每层楼两个集体厕所一个厕所一个洗衣机烘干机就只有双数楼层有,需要你的学号和密码之前校园网密码还是蛮复杂的一串,全寝室楼十点半断电但寝室内灯需要手动按下电灯开关否则第二天早上六点就开电源了灯主动会亮影响睡眠,价格可以接受二楼的价格较贵，没印象吃出异物,好像九点还是九点半就关门了集体浴室,没看见过骑电瓶车的学校很小很小,就只能充电不能熨烫机不能吹风机我买的小电风扇倒是可以用功率一大自动跳闸全寝可能会被扣分,没有图书馆关门很早不想待寝室只能去楼梯口背书,可以,充值饭卡每次充值饭卡都需要去食堂或小卖部刷一下不然洗澡刷不了卡,会农行卡,很小的超市员工脾气大得很买个口罩麻烦她帮我把包装扔进他身后的垃圾桶搞的好像我侮辱她了冲我大吼，并且超市物价都很贵,菜鸟驿站需要下个APp有收款码发送手机上需要根据收款码去找,没有共享单车学校外门口倒是有,十点半，我一般都踩点进寝室,工作日查寝晚归要登记名字，碰到过疫情封校封楼封寝,不推荐辅导员对于寝室问题不作为主打一个大事化小 小事化无图书馆不能深夜学习导致需要学的人只能去教学楼找空教室学习,2023-06-28 23:30:10,,,,,,,
100000148,腾讯文档,1,[DESENSITIZED],2.0,莆田学院,新校区是，旧校区不是,有,都有，卫浴分开，一卫一浴,无早，大多专业在大一大二有晚自习，一周2-3天，大三后无晚。（据说部分专业无晚）,无,女80男120（一直在根据情况变化，有什么突发情况就少一些），可以骑车，速度别快就行,都一个多月，暑假略长一点点,可以点，旧校区取外卖地方一般不会很远，新校区特别远,旧校区在市中心交通便利，但是设施没有新校区好。新校区回旧校区校车40min左右。,有，但是旧校区中区比较少，是一个洗衣房，好几栋宿舍楼都只能去那个洗衣房。新校区每个宿舍都有一台。,校园网一般，限制数量，只能一电脑端一手机端,不断,旧校区比新校区便宜一些，新校区也还能接受。异物不多,宿舍自带热水器，全天,旧校区应该是可以，新校区好像没怎么看到,不限制,有时候会查房,随便带,校园卡,会，用于学费扣款的，后续毕业了也还能接着用,还行,旧校区以前是快递员三轮车送到食堂侧面大空地，然后自己去找（后来搬去新校区了不知道有没有变化）。新校区西区菜鸟驿站关门了，目前没有菜鸟驿站，只能去中区菜鸟驿站拿,哈罗单车，挺多的,23:00:00,查，不算经常，旧校区得刷学生卡进入，新校区目前还不用。晚归通报批评（校门口得刷脸进出，晚归会记录）,各有各的好，新校区设备完美但是偏僻，旧校区市中心，设备环境不如新校区,2023-06-29 11:27:38,,,,,,,
100000149,腾讯文档,2,,,上海海洋大学,是,教室有部分没有，宿舍有,没有，就在宿舍对面,大一有晚自习,无,无,基本上都两三个月，小学期一个星期,允许，走路5分钟,门口是公交车站，可以坐公交车去地铁站。进城两个小时,有,宿舍没有，网还可以，不限制,不断电不断网,一餐不贵，二餐贵。偶尔吃出异物,下午两点到晚上十一点,可以，不清楚（因为我没有）,无,有,可以,一卡通。微信校园卡都可,会,只有罗森,还可以，寄出贵,只有哈罗,大门无门禁，宿舍看情况,不查，分小区。一般都能回,学校还不错的。就是有点小，经常有很多活动。随舞和表演之类的！欢迎报考！,2023-06-29 17:26:20,,,,,,,
100000150,腾讯文档,1,[DESENSITIZED],2.0,江西理工大学,三江校区是滴，红旗不是,三江有，教室可以免费开,三江校区有独卫,大一大二有,无,要跑35/40次，每次1.5公里，骑车要摇手机,寒假1个月暑假2个月，目前还没开小学期,允许，校内外卖送到寝室楼下，校外只能去校门口取,交通不便利位置偏，去市区一般坐公交,每层有三个,还可以不卡，就是换个地方就要重新连,断，现在是11：10,食堂正常物价，目前我还没吃出来,全天,可以骑，有充电桩,2000w,没有,可以啊,有一卡通，但是用手机也行,会,有的很便宜，有的很坑,就是菜鸟驿站，但是不是特别负责,美团供应的，数量还行吧,晚上10点前回学校,班委查，封，太晚了会锁寝室楼门,学校环境挺好的，就是位置太偏了像在郊区交通不方便，宿舍特别好图书馆也不错，如果你想经常出去玩不建议来，但是江理是个学习的好地方，还是欢迎大家报考啊,2023-06-30 00:36:00,,,,,,,
100000151,腾讯文档,1,[DESENSITIZED],1.0,齐齐哈尔高等师范专科学校,否，除了高铁,没有！,没有，近，8元一次,目前无早，晚的话基础教育一系应该大二都有,体有，其他没有,无，可骑,寒假:2-3月，暑假:1-2 夏天:4个月多 冬天:3个月多,允许，2-5分钟,有个公交车就在学校门口停,没有,将就，39一月的卡 1月180的网费,不断，功率很小！,有贵的也有便宜的。 有过一次,7:30-20:30,可以，没有充的地方,很烦人！ 除了充手机，电脑3台就跳了,9点封寝室，别想了，每天都有晚检！,都可以,洗澡卡，洗衣服卡。微信和饭卡,没有,偏贵，比外面,还可以,无,9点,查（还有早检），封，可以（不过会扣寝室分）,有早捡7点弄完，有教室外值日的6点起，6:30弄完，厕所是凹槽，没有图书馆，只有一栋教学楼，吃的偏甜。没有阳台，寝室不一样大小。,2023-06-30 08:23:44,,,,,,,
100000152,腾讯文档,2,,,河北美术学院,有的是，有的不是,有，教师中央空调，宿舍有的中央空调有的独立,有独立卫生间，洗澡的话还好吧，看你住在哪里,没有,没有,没有,寒暑假两个月左右，上学在3-4个月，也就三个多月，算上考试周,允许，宿舍楼很多，看住在哪里。在学校专用程序上点可以送楼下楼上。美团，饿了么，门口取,不在，很多出行方式，可以去正定做高铁，也可以拼车去。,有，一层最少两个，还有四个的。,限制两个设备，还行吧，有点贵，我用的流量卡,不不不,还行，有便宜的有贵的。上次在凉皮里吃饭一只苍蝇,正常时间去就可以,可以骑，不知道在哪里充电,不知道，反正不能用吹风机，可能可以用电卷发棒，小功率的,楼道,能,手机支付,不会，除了助学贷款，贫困的,有好几个，有比外面贵的，也有正常的，东西挺全的,很方便，有菜鸟驿站，,应该现在是有了，够用,看情况，在外面过夜需要假条,查，封，没晚归过，看宿管阿姨吧。,客观评价就是有利也有弊。任何事情都是这样的，有好有坏。我觉得我们学校挺好的，食堂很多，还有一个平价食堂，老师也很负责，但是自己的努力占很大原因，经常有活动，考试之前我们还参加了类似于音乐节这种，宿舍楼很多，有上下铺，也有上床下桌。虽然我们大一住的上下铺，但是也还好吧，比一般学校的宿舍好吧。学校周围的娱乐项目也挺多的，而且学校里的小猫咪也很可爱。（我是猫咪脑袋）除了学费贵一点，但是哪个民办二本的学费也都差不多，像河传，燕理，也都差不多。整体下来我觉得也还不错。在民办二本里真的很不错了，我们校长从一个补课机构，白手起家，到现在一个本科学校挺不容易的。而且当时因为yq，封在学校里，学校联合食堂，mf给我们提供一日三餐，吃的都是各个商家的顶配版，学校对我们真不带差的，志愿者老师们也是，住在楼道里，冬天很冷，没有被子，真的很负责。,2023-06-30 09:57:29,,,,,,,
100000153,腾讯文档,2,,,云南师范大学,看情况，有的宿舍是4人间，有的宿舍是6人间,没有,有,看专业,看专业和社团,女生80公里，男生100公里，校园内可以骑车,按国家正常法定放假,允许点外卖，甚至有外卖送宿舍服务,交通算便利，有地铁不在市区，进城地铁一小时多,有洗衣机，但需要收费,一般,12:00断电，不断网,价格亲民，还行,中午12:00~14:00晚上17:00~23:30,可以骑 在宿舍楼下可以充电,看电闸，有些电闸轻轻一用就跳电,有图书馆和机械师，但不能通宵，图书馆23点闭馆,能带电脑,一卡通可刷卡，也可下载APP支付,会的,和校外物价一样,有菜鸟驿站,学校里没有共享单车和共享电动车,需刷一卡通,看宿舍阿姨查寝情况,宿舍环境的话，看每个专业，有些专业是男生6人间，女生4人间,2023-06-30 12:23:03,,,,,,,
